"@timestamp","_source"
"21:22:23.566 2025-10-05","{""@timestamp"":""21:22:23.566 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""audit_field_saddr"":""01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699343561000"",""audit_id"":""30134"",""tag"":""auditd"",""_id"":""2HRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:23.566 2025-10-05","{""@timestamp"":""21:22:23.566 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:17"",""audit_field_name"":""/run/systemd/userdb/io.systemd.DynamicUser"",""audit_field_mode"":""0140666"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PATH item=0 name=\""/run/systemd/userdb/io.systemd.DynamicUser\"" inode=295 dev=00:17 mode=0140666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_inode"":""295"",""source_realtime_timestamp"":""1759699343561000"",""audit_id"":""30134"",""tag"":""auditd"",""_id"":""2XRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:23.566 2025-10-05","{""@timestamp"":""21:22:23.566 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PROCTITLE proctitle=737368643A20726F6F74407074732F30"",""cmdline"":""sshd: root@pts/0"",""source_realtime_timestamp"":""1759699343561000"",""audit_id"":""30134"",""tag"":""auditd"",""_id"":""2nRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:23.565 2025-10-05","{""@timestamp"":""21:22:23.565 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""1"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_loginuid"":""0"",""audit_field_a2"":""2d"",""comm"":""bash"",""exe"":""/usr/bin/bash"",""audit_field_key"":""\""remote_shell\"""",""tty"":""pts0"",""audit_session"":""66"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""25961"",""pid"":""25984"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7ffddf21d7c0 a2=2d a3=732d206c568c2810 items=1 ppid=25961 pid=25984 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=66 comm=\""bash\"" exe=\""/usr/bin/bash\"" subj=unconfined key=\""remote_shell\"""",""audit_field_a1"":""7ffddf21d7c0"",""audit_field_a3"":""732d206c568c2810"",""source_realtime_timestamp"":""1759699343561000"",""audit_id"":""30134"",""tag"":""auditd"",""_id"":""13RBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.405 2025-10-05","{""@timestamp"":""21:22:21.405 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""1"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_loginuid"":""0"",""audit_field_a2"":""2d"",""comm"":""bash"",""exe"":""/usr/bin/bash"",""audit_field_key"":""\""remote_shell\"""",""tty"":""pts0"",""audit_session"":""66"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""25961"",""pid"":""25984"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7ffddf21d7c0 a2=2d a3=732d206c568c2810 items=1 ppid=25961 pid=25984 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=66 comm=\""bash\"" exe=\""/usr/bin/bash\"" subj=unconfined key=\""remote_shell\"""",""audit_field_a1"":""7ffddf21d7c0"",""audit_field_a3"":""732d206c568c2810"",""source_realtime_timestamp"":""1759699341401000"",""audit_id"":""30133"",""tag"":""auditd"",""_id"":""03RBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.405 2025-10-05","{""@timestamp"":""21:22:21.405 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""audit_field_saddr"":""01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699341401000"",""audit_id"":""30133"",""tag"":""auditd"",""_id"":""1HRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.405 2025-10-05","{""@timestamp"":""21:22:21.405 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:17"",""audit_field_name"":""/run/systemd/userdb/io.systemd.DynamicUser"",""audit_field_mode"":""0140666"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PATH item=0 name=\""/run/systemd/userdb/io.systemd.DynamicUser\"" inode=295 dev=00:17 mode=0140666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_inode"":""295"",""source_realtime_timestamp"":""1759699341401000"",""audit_id"":""30133"",""tag"":""auditd"",""_id"":""1XRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.405 2025-10-05","{""@timestamp"":""21:22:21.405 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PROCTITLE proctitle=737368643A20726F6F74407074732F30"",""cmdline"":""sshd: root@pts/0"",""source_realtime_timestamp"":""1759699341401000"",""audit_id"":""30133"",""tag"":""auditd"",""_id"":""1nRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.131 2025-10-05","{""@timestamp"":""21:22:21.131 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""1"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_loginuid"":""0"",""audit_field_a2"":""2d"",""comm"":""bash"",""exe"":""/usr/bin/bash"",""audit_field_key"":""\""remote_shell\"""",""tty"":""pts0"",""audit_session"":""66"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""25961"",""pid"":""25984"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7ffddf21d7c0 a2=2d a3=732d206c568c2810 items=1 ppid=25961 pid=25984 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=66 comm=\""bash\"" exe=\""/usr/bin/bash\"" subj=unconfined key=\""remote_shell\"""",""audit_field_a1"":""7ffddf21d7c0"",""audit_field_a3"":""732d206c568c2810"",""source_realtime_timestamp"":""1759699341129000"",""audit_id"":""30132"",""tag"":""auditd"",""_id"":""z3RBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.131 2025-10-05","{""@timestamp"":""21:22:21.131 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""audit_field_saddr"":""01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699341129000"",""audit_id"":""30132"",""tag"":""auditd"",""_id"":""0HRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.131 2025-10-05","{""@timestamp"":""21:22:21.131 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:17"",""audit_field_name"":""/run/systemd/userdb/io.systemd.DynamicUser"",""audit_field_mode"":""0140666"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PATH item=0 name=\""/run/systemd/userdb/io.systemd.DynamicUser\"" inode=295 dev=00:17 mode=0140666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_inode"":""295"",""source_realtime_timestamp"":""1759699341129000"",""audit_id"":""30132"",""tag"":""auditd"",""_id"":""0XRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:21.131 2025-10-05","{""@timestamp"":""21:22:21.131 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PROCTITLE proctitle=737368643A20726F6F74407074732F30"",""cmdline"":""sshd: root@pts/0"",""source_realtime_timestamp"":""1759699341129000"",""audit_id"":""30132"",""tag"":""auditd"",""_id"":""0nRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:20.924 2025-10-05","{""@timestamp"":""21:22:20.924 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""audit_field_saddr"":""01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699340921000"",""audit_id"":""30131"",""tag"":""auditd"",""_id"":""zHRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:20.924 2025-10-05","{""@timestamp"":""21:22:20.924 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:17"",""audit_field_name"":""/run/systemd/userdb/io.systemd.DynamicUser"",""audit_field_mode"":""0140666"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PATH item=0 name=\""/run/systemd/userdb/io.systemd.DynamicUser\"" inode=295 dev=00:17 mode=0140666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_inode"":""295"",""source_realtime_timestamp"":""1759699340921000"",""audit_id"":""30131"",""tag"":""auditd"",""_id"":""zXRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:20.924 2025-10-05","{""@timestamp"":""21:22:20.924 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PROCTITLE proctitle=737368643A20726F6F74407074732F30"",""cmdline"":""sshd: root@pts/0"",""source_realtime_timestamp"":""1759699340921000"",""audit_id"":""30131"",""tag"":""auditd"",""_id"":""znRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:20.923 2025-10-05","{""@timestamp"":""21:22:20.923 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""1"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_loginuid"":""0"",""audit_field_a2"":""2d"",""comm"":""bash"",""exe"":""/usr/bin/bash"",""audit_field_key"":""\""remote_shell\"""",""tty"":""pts0"",""audit_session"":""66"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""25961"",""pid"":""25984"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7ffddf21d7c0 a2=2d a3=732d206c568c2810 items=1 ppid=25961 pid=25984 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=66 comm=\""bash\"" exe=\""/usr/bin/bash\"" subj=unconfined key=\""remote_shell\"""",""audit_field_a1"":""7ffddf21d7c0"",""audit_field_a3"":""732d206c568c2810"",""source_realtime_timestamp"":""1759699340921000"",""audit_id"":""30131"",""tag"":""auditd"",""_id"":""y3RBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:19.324 2025-10-05","{""@timestamp"":""21:22:19.324 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:17"",""audit_field_name"":""/run/systemd/userdb/io.systemd.DynamicUser"",""audit_field_mode"":""0140666"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PATH item=0 name=\""/run/systemd/userdb/io.systemd.DynamicUser\"" inode=295 dev=00:17 mode=0140666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_inode"":""295"",""source_realtime_timestamp"":""1759699339321000"",""audit_id"":""30130"",""tag"":""auditd"",""_id"":""yXRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:19.324 2025-10-05","{""@timestamp"":""21:22:19.324 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PROCTITLE proctitle=737368643A20726F6F74407074732F30"",""cmdline"":""sshd: root@pts/0"",""source_realtime_timestamp"":""1759699339321000"",""audit_id"":""30130"",""tag"":""auditd"",""_id"":""ynRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:19.323 2025-10-05","{""@timestamp"":""21:22:19.323 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""1"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_loginuid"":""0"",""audit_field_a2"":""2d"",""comm"":""bash"",""exe"":""/usr/bin/bash"",""audit_field_key"":""\""remote_shell\"""",""tty"":""pts0"",""audit_session"":""66"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""25961"",""pid"":""25984"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7ffddf21d7c0 a2=2d a3=732d206c568c2810 items=1 ppid=25961 pid=25984 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=66 comm=\""bash\"" exe=\""/usr/bin/bash\"" subj=unconfined key=\""remote_shell\"""",""audit_field_a1"":""7ffddf21d7c0"",""audit_field_a3"":""732d206c568c2810"",""source_realtime_timestamp"":""1759699339321000"",""audit_id"":""30130"",""tag"":""auditd"",""_id"":""x3RBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:19.323 2025-10-05","{""@timestamp"":""21:22:19.323 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""audit_field_saddr"":""01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699339321000"",""audit_id"":""30130"",""tag"":""auditd"",""_id"":""yHRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:19.120 2025-10-05","{""@timestamp"":""21:22:19.120 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""1"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_loginuid"":""0"",""audit_field_a2"":""2d"",""comm"":""bash"",""exe"":""/usr/bin/bash"",""audit_field_key"":""\""remote_shell\"""",""tty"":""pts0"",""audit_session"":""66"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""25961"",""pid"":""25984"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7ffddf21d7c0 a2=2d a3=732d206c568c2810 items=1 ppid=25961 pid=25984 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=66 comm=\""bash\"" exe=\""/usr/bin/bash\"" subj=unconfined key=\""remote_shell\"""",""audit_field_a1"":""7ffddf21d7c0"",""audit_field_a3"":""732d206c568c2810"",""source_realtime_timestamp"":""1759699339117000"",""audit_id"":""30129"",""tag"":""auditd"",""_id"":""w3RBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:19.120 2025-10-05","{""@timestamp"":""21:22:19.120 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""audit_field_saddr"":""01002F72756E2F73797374656D642F7573657264622F696F2E73797374656D642E44796E616D69635573657200"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699339117000"",""audit_id"":""30129"",""tag"":""auditd"",""_id"":""xHRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:19.120 2025-10-05","{""@timestamp"":""21:22:19.120 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:17"",""audit_field_name"":""/run/systemd/userdb/io.systemd.DynamicUser"",""audit_field_mode"":""0140666"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PATH item=0 name=\""/run/systemd/userdb/io.systemd.DynamicUser\"" inode=295 dev=00:17 mode=0140666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_inode"":""295"",""source_realtime_timestamp"":""1759699339117000"",""audit_id"":""30129"",""tag"":""auditd"",""_id"":""xXRBtpkBStl87ql01dzi"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
